SN,WRINVSTG_NO,DPRS_CNT,INJPSN_CNT,HNL_DMGE_CNT,PRPRTY_DMGE_AMT,UPRINSTT_NM,FRSTT_NM,WARD_NM,LFDAU_NM,FIRE_OCRN_YMD,FIRE_OCRN_TIME,RCPT_YMD,RCPT_TM,LOC_INFO_X,LOC_INFO_Y,DSP_YMD,DSP_TM,SPT_ARVL_YMD,SPT_ARVL_TM,FSMDEM_YMD,FSMDEM_TM,COMPET_YMD,COMPET_TM,HMG_YMD,HMG_TM,DSP_REQRE_TIME,FIRE_SUPESN_TIME,SPT_FRSTT_DIST,SPT_SAFE_CNTER_DIST,SPT_LFDAU_DIST,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LNBR,ROAD_NM,FCLTY_PLACE_LCLAS_NM,FCLTY_PLACE_MCLAS_NM,FCLTY_PLACE_SCLAS_NM,FIRE_TYPE_NM,IGN_BHF,IGN_CAUSE,IGN_HTSRC_NM,IGN_FCTR_SCLAS_NM,IGN_FCTR_LCLAS_NM,IGN_HTSRC_SCLAS_NM,FRST_IGOBJ_LCLAS_NM,FRST_IGOBJ_SCLAS_NM,CMBS_EXPOBJ_LCLAS_NM,CMBS_EXPOBJ_SCLAS_NM,OCRN_CAUSE,ALL_HNF_CNT_SUM,MBLZ_FFPWR_CNT,LYCRG_FIREMAN_CNT,POLICE_CNT,GNRL_CNT,SOLDIER_CNT,ELCTY_GAS_INSTT_CNT,ETC_CNT,MBLZ_EQPMN_CNT,WETHR,TP,HUMIDITY,TIME_UNIT_WS,TIME_UNIT_WD,SPCNWS_CN
151,130316141959556,0,0,0,2889,강원소방본부,양양소방서,양양119안전센터,,20130316,105800,20130316,105807,,,20130316,105911,20130316,111911,20130316,114511,20130316,123011,20130316,124011,002000,011100,15,9,0.0,강원도,양양군,강현면,방축리,275,,임야,산불,사유림,임야,산아래,"논,밭두렁으로부터확대","불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",,,,181,6,56,4,85,0,30,0,24,맑음,13.0,31,90.0,,
152,130316140325181,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20130316,130000,20130316,130000,,,20130316,130000,20130316,130500,20130316,010718,20130316,130718,20130316,134936,000500,000218,15,7,0.0,강원도,철원군,동송읍,상노리,,,임야,산불,사유림,임야,산아래,기타 입산자실화,"담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,"종이,목재,건초등",건초,,,,7,7,0,0,0,0,0,0,2,맑음,13.0,31,90.0,,
153,130323165918766,0,0,0,1320,강원소방본부,원주소방서,문막119안전센터,지정119지역대,20130323,143100,20130323,143145,,,20130323,143235,20130323,144404,20130323,025502,20130323,152710,20130323,164302,001129,004306,21,8,8.0,강원도,원주시,지정면,안창리,,원양2로 294,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,"종이,목재,건초등",잔디,"종이,목재,건초등","풀, 나뭇잎",,73,15,19,8,6,0,0,25,6,맑음,7.0,56,180.0,4.0,
154,130327195911189,0,0,0,156231,강원소방본부,춘천소방서,강촌119안전센터,,20130327,143500,20130327,143535,,,20130327,143651,20130327,144335,20130327,032024,20130327,170045,20130327,171154,000644,021710,20,7,0.0,강원도,춘천시,남산면,강촌리,,,임야,산불,사유림,임야,산아래,기타,"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,기타 쓰레기,,,,91,13,23,5,20,0,0,30,13,맑음,15.0,13,225.0,4.0,
155,130327175936202,0,0,0,4765,강원소방본부,홍천소방서,홍천119안전센터,,20130327,155400,20130327,155400,,,20130327,155548,20130327,160033,20130327,042442,20130327,164032,20130327,174925,000445,003959,3,3,0.0,강원도,홍천군,홍천읍,희망2리,52,희망로10길 13,임야,산불,사유림,임야,산아래,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,206,25,70,4,65,0,0,42,17,맑음,17.0,14,225.0,4.0,
156,130327214946616,0,0,0,0,강원소방본부,태백소방서,철암119안전센터,,20130327,202600,20130327,202626,,,20130327,202726,20130327,203005,20130327,083236,20130327,204512,20130327,205043,000239,001507,10,1,0.0,강원도,태백시,철암동,,279-2,갈골길 7,임야,산불,사유림,임야,산아래,미상,미상,미상,방화의심,방화의심,기타,기타,기타,기타,,12,12,0,0,0,0,0,0,6,맑음,8.0,46,270.0,4.0,
157,130328034746298,0,0,0,0,강원소방본부,강릉소방서,유천119안전센터,,20130328,021200,20130328,021253,,,20130328,021355,20130328,021859,20130328,023000,20130328,023928,20130328,031500,000504,002029,2,2,0.0,강원도,강릉시,교동,,853-14,강릉대로171번길 39,임야,산불,국유림,임야,산중턱,기타,"담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"종이,목재,건초등",종이,"종이,목재,건초등","풀, 나뭇잎","기상(건조, 강풍 등)",22,12,0,2,0,0,8,0,9,맑음,4.0,37,225.0,4.0,
158,130328212436353,0,0,0,0,강원소방본부,태백소방서,철암119안전센터,,20130328,201700,20130328,201724,,,20130328,201750,20130328,202011,20130328,082546,20130328,202726,20130328,204231,000221,000715,10,1,0.0,강원도,태백시,철암동,,279-2,갈골길 7,임야,산불,사유림,임야,산아래,기타,미상,미상,방화의심,방화의심,미상,미상,기타,기타,기타,12,10,0,2,0,0,0,0,6,맑음,6.0,57,180.0,4.0,
159,130401165132600,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20130401,142000,20130401,142024,,,20130401,142151,20130401,143218,20130401,024030,20130401,144030,20130401,151449,001027,000812,5,5,0.0,강원도,춘천시,동면,만천리,15,,임야,산불,사유림,임야,미상,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,46,11,0,0,10,0,0,25,7,구름많음,15.0,19,180.0,4.0,
160,130413131833180,0,0,0,0,강원소방본부,강릉소방서,포남119안전센터,,20130413,121400,20130413,121400,,,20130413,121520,20130413,121850,20130413,122820,20130413,123200,20130413,125000,000330,001310,2,1,0.0,강원도,강릉시,포남동,,1223,산양큰길 20,임야,산불,공유림,임야,산아래,기타,"담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,"종이,목재,건초등","풀, 나뭇잎",,,,25,11,0,0,4,0,10,0,7,맑음,19.0,15,225.0,17.0,강풍 주의보
161,130417144313725,0,0,0,0,강원소방본부,고성소방서,거진119안전센터,현내119지역대,20130413,144000,20130413,144053,,,20130413,144221,20130413,152627,20130413,032700,20130416,182000,20130416,200000,004406,025333,68,30,20.0,강원도,고성군,현내면,,,,임야,산불,공유림,임야,산중턱,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,480,26,0,0,39,300,65,50,73,맑음,9.0,32,315.0,8.0,건조 주의보
162,130416225338986,0,0,0,0,강원소방본부,춘천소방서,석사119안전센터,,20130416,203600,20130416,203619,,,20130416,204044,20130416,210044,20130416,091544,20130416,211544,20130416,221544,002000,001500,25,20,0.0,강원도,춘천시,동산면,조양리,,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎",원거리 소방서,14,12,2,0,0,0,0,0,4,맑음,16.0,74,225.0,4.0,
163,130418233036122,0,0,0,1445,강원소방본부,홍천소방서,양덕원119안전센터,서면119지역대,20130418,184800,20130418,184800,,,20130418,185109,20130418,191940,20130419,061000,20130419,065000,20130419,082041,002831,113020,33,25,7.0,강원도,홍천군,서면,팔봉리,225,,임야,산불,공유림,임야,산정상,기타 입산자실화,"담뱃불, 라이터불",담뱃불,부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기타/기상(건조, 강풍 등)/현장진입 지연(불법주차)",145,9,28,8,50,0,20,30,10,맑음,3.0,76,0.0,4.0,
164,130419172016610,0,0,0,0,강원소방본부,춘천소방서,사내119안전센터,,20130419,103200,20130419,103239,,,20130419,103405,20130419,104915,20130419,123812,20130419,160022,20130419,161630,001510,051107,55,13,0.0,강원도,화천군,사내면,명월리,4044,,임야,산불,국유림,임야,산아래,기타,"폭발물, 폭죽","폭탄, 탄약",기타,기타,"종이,목재,건초등","풀, 나뭇잎",,,,295,6,37,2,11,213,16,10,9,구름많음,8.0,59,90.0,4.0,
165,130419153235450,0,0,0,0,강원소방본부,홍천소방서,양덕원119안전센터,,20130419,110700,20130419,110705,,,20130419,110741,20130419,111143,20130419,114406,20130419,115048,20130419,124616,000402,003905,18,2,0.0,강원도,홍천군,남면,신대리,240,,임야,산불,사유림,임야,산아래,기타,기타,기타,기타,기타,"종이,목재,건초등","풀, 나뭇잎",,,,88,8,23,2,50,0,2,3,8,맑음,11.0,18,0.0,4.0,
166,130422213521153,0,0,0,0,강원소방본부,강릉소방서,경포119안전센터,,20130422,195600,20130422,195630,,,20130422,200024,20130422,200914,20130422,081401,20130422,202105,20130422,211526,000850,001151,8,5,0.0,강원도,강릉시,지변동,,263,지변길18번길 8-23,임야,산불,사유림,임야,산정상,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,"종이,목재,건초등",건초,가연성물질의 급격한 연소,36,19,0,2,15,0,0,0,8,구름조금,17.0,23,225.0,4.0,
167,130427161008210,0,0,0,580,강원소방본부,양양소방서,하조대119안전센터,,20130427,114700,20130427,114749,,,20130427,114941,20130427,115840,20130427,123331,20130427,133000,20130427,140934,000859,013120,36,5,0.0,강원도,양양군,현남면,북분리,114-1 ,동해대로 1045,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,154,25,20,4,100,0,0,5,10,맑음,16.0,54,90.0,4.0,
168,130429172402124,0,0,0,0,강원소방본부,고성소방서,간성119안전센터,,20130429,153200,20130429,153259,,,20130429,153305,20130429,155805,20130429,042005,20130429,164205,20130429,171305,002500,004400,30,10,0.0,강원도,고성군,간성읍,어천리,,,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,70,12,0,3,25,30,0,0,12,맑음,17.0,43,225.0,8.0,
169,130430172831949,0,0,0,3752,강원소방본부,삼척소방서,도계119안전센터,하장119지역대,20130430,115900,20130430,115942,,,20130430,120100,20130430,120400,20130430,014000,20130430,151200,20130430,152220,000300,030800,18,18,3.0,강원도,삼척시,신기면,안의리,192-6 ,강원남부로 2710,임야,산불,사유림,임야,산중턱,기타 입산자실화,미상,미상,부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","가연성물질의 급격한 연소/화재인지,신고 지연",94,21,9,2,60,0,2,0,26,맑음,23.0,53,45.0,4.0,
170,130504145814055,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20130504,125000,20130504,125032,,,20130504,125224,20130504,130221,20130504,010500,20130504,131000,20130504,143000,000957,000739,4,4,0.0,강원도,홍천군,홍천읍,하오안리,,,임야,산불,사유림,임야,산아래,기타 입산자실화,"담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","가연성물질의 급격한 연소/화재인지,신고 지연",93,10,13,2,40,0,28,0,12,맑음,18.0,39,315.0,4.0,
171,130504170317209,0,0,0,0,강원소방본부,평창소방서,진부119안전센터,,20130504,143300,20130504,143344,,,20130504,143500,20130504,144400,20130504,025500,20130504,150300,20130504,162000,000900,001900,47,8,0.0,강원도,평창군,진부면,상월오개리,932,지령동길 110-22,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,미상,미상,,,,25,7,0,2,11,0,3,2,7,맑음,15.0,36,270.0,8.0,
172,130506050550121,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20130506,012700,20130506,012734,,,20130506,022254,20130506,023054,20130506,035054,20130506,035054,20130506,043054,000800,012000,6,6,0.0,강원도,춘천시,동면,만천리,14,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,49,12,10,2,25,0,0,0,3,맑음,8.0,78,0.0,4.0,
173,130506175717737,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20130506,144900,20130506,144957,,,20130506,145044,20130506,145730,20130506,032433,20130506,152433,20130506,163545,000646,002703,6,6,0.0,강원도,춘천시,동면,지내리,10,,임야,산불,사유림,임야,산아래,기타 입산자실화,미상,미상,기타,기타,"종이,목재,건초등",잔디,,,,98,18,31,9,25,0,0,15,20,맑음,24.0,30,225.0,4.0,
174,130507134511456,0,0,0,0,강원소방본부,강릉소방서,내곡119안전센터,,20130507,121100,20130507,121103,,,20130507,121400,20130507,122158,20130507,122700,20130507,123911,20130507,131000,000758,001713,9,4,0.0,강원도,강릉시,장현동,,50,모산로224번길 3-1,임야,산불,국유림,임야,산아래,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,26,14,0,2,0,0,10,0,7,구름많음,17.0,56,90.0,4.0,
175,130508165439222,0,0,0,0,강원소방본부,속초소방서,설악119안전센터,,20130508,110400,20130508,110455,,,20130508,110647,20130508,110947,20130508,121047,20130508,130047,20130508,142047,000300,015100,10,4,0.0,강원도,속초시,설악동,,,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,46,16,0,0,0,0,30,0,10,맑음,24.0,32,270.0,,
176,130508172842327,0,0,0,0,강원소방본부,횡성소방서,우천119안전센터,강림지역대,20130508,122500,20130508,122522,,,20130508,122552,20130508,123500,20130508,014200,20130508,143600,20130508,152400,000908,020100,18,12,10.0,강원도,횡성군,강림면,강림리,148,,임야,산불,사유림,임야,산중턱,기타,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,102,11,20,8,40,0,3,20,12,맑음,24.0,32,270.0,,
177,130508214403310,0,0,0,0,강원소방본부,춘천소방서,양구119안전센터,,20130508,134700,20130508,134714,,,20130508,141740,20130508,144240,20130508,062040,20130509,131000,20130509,152000,002500,222720,84,44,20.0,강원도,양구군,해안면,현리,554,,임야,산불,국유림,임야,산아래,미상,미상,미상,미상,미상,미상,미상,,,,69,5,0,0,7,50,7,0,7,맑음,15.0,55,225.0,4.0,
178,130512174107323,0,0,0,1445,강원소방본부,삼척소방서,봉황119안전센터,미로119지역대,20130512,135700,20130512,135747,,,20130512,135747,20130512,135919,20130512,025719,20130512,153019,20130512,164019,000132,013100,10,10,1.0,강원도,삼척시,미로면,하거노1리,141,미로강변로1길 42,임야,산불,사유림,임야,산정상,기타 입산자실화,미상,미상,부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,가연성물질의 급격한 연소,149,7,20,6,116,0,0,0,21,맑음,25.0,28,225.0,12.0,
179,130514110335847,0,0,0,0,강원소방본부,춘천소방서,화천119안전센터,,20130514,082900,20130514,082905,,,20130514,083103,20130514,084600,20130514,091000,20130514,094000,20130514,101000,001457,005400,49,14,0.0,강원도,화천군,화천읍,동촌리,,,임야,산불,사유림,임야,산중턱,"논,밭두렁으로부터확대",미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,47,5,5,7,30,0,0,0,7,구름많음,17.0,39,0.0,4.0,
180,130516133850514,0,0,0,0,강원소방본부,홍천소방서,양덕원119안전센터,,20130516,111400,20130516,111424,,,20130516,111619,20130516,112438,20130516,115500,20130516,120500,20130516,130000,000819,004022,17,3,0.0,강원도,홍천군,남면,화전리,12,,임야,산불,사유림,임야,산중턱,담뱃불,"담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,기타(부주의),"종이,목재,건초등",건초,"종이,목재,건초등",건초,"기타/화재인지,신고 지연",83,12,18,3,15,0,15,20,6,맑음,23.0,32,90.0,4.0,
181,130516174230557,0,0,0,0,강원소방본부,평창소방서,대관령119안전센터,,20130516,132300,20130516,132344,,,20130516,132500,20130516,133200,20130516,015000,20130516,150000,20130516,171500,000700,012800,66,6,0.0,강원도,평창군,대관령면,용산리,130,올림픽로 715,임야,산불,국유림,임야,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",잔디,,,,104,9,10,0,15,0,20,50,10,구름많음,11.0,78,45.0,4.0,
182,130518004958356,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20130517,223000,20130517,223040,,,20130517,223151,20130517,225051,20130517,111051,20130517,231051,20130518,003051,001900,002000,15,12,0.0,강원도,춘천시,서면,덕두원리,70,,임야,산불,사유림,임야,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","화재인지,신고 지연",67,10,15,6,10,0,11,15,3,맑음,16.0,71,0.0,4.0,
183,130521200547322,0,0,0,0,강원소방본부,춘천소방서,양구119안전센터,,20130521,153200,20130521,153205,,,20130521,153248,20130521,153848,20130521,034548,20130521,155948,20130521,161848,000600,002100,46,6,0.0,강원도,양구군,남면,대월리,80,,임야,산불,국유림,임야,산중턱,군.경사격장으로부터확대,기타,기타,기타,기타,기타,기타,,,,5,5,0,0,0,0,0,0,2,맑음,19.0,35,225.0,4.0,
184,130605225343896,0,0,0,0,강원소방본부,정선소방서,조양119안전센터,,20130605,191100,20130605,191100,,,20130605,191202,20130605,193302,20130605,083002,20130605,213802,20130605,222502,002100,020500,7,7,0.0,강원도,정선군,화암면,석곡리,127,돌목길 53-45,임야,산불,사유림,임야,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,131,24,30,4,52,0,0,21,9,맑음,15.0,91,0.0,4.0,
185,130607053407764,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20130607,025900,20130607,025958,,,20130607,030034,20130607,031534,20130607,032034,20130607,043034,20130607,044634,001500,011500,5,5,0.0,강원도,춘천시,동면,만천리,33,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,18,10,0,2,6,0,0,0,6,구름많음,19.0,88,45.0,4.0,
186,130610171104091,0,0,0,0,강원소방본부,홍천소방서,서석119안전센터,내면119지역대,20130610,131300,20130610,131341,,,20130610,132230,20130610,134929,20130610,015600,20130610,140000,20130610,162500,002659,001031,80,50,23.0,강원도,홍천군,내면,광원리,276,을수길 360-136,임야,산불,국유림,임야,평지,담뱃불,"담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,담배꽁초,쓰레기류,쓰레기,,,,15,9,0,1,0,0,0,5,6,맑음,21.0,60,90.0,4.0,
187,130611181222642,0,0,0,23,강원소방본부,춘천소방서,양구119안전센터,,20130611,154000,20130611,154043,,,20130611,154318,20130611,161018,20130611,044018,20130611,184018,20130611,193218,002700,023000,51,11,0.0,강원도,양구군,남면,청리,112,,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,기타,기타,,,,249,8,4,2,0,200,35,0,2,흐림,17.0,88,0.0,4.0,
188,130811161213224,0,0,0,0,강원소방본부,삼척소방서,원덕119안전센터,가곡119지역대,20130811,123900,20130811,123917,,,20130811,125124,20130811,130222,20130811,020822,20130811,144522,20130811,154622,001058,014300,64,46,12.0,강원도,삼척시,가곡면,풍곡리,128,덕풍길 1085,임야,산불,국유림,임야,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,15,15,0,0,0,0,0,0,6,맑음,29.0,33,135.0,4.0,
